timestamp,accX,accY,accZ
608401,351,135,-18055
608405,227,-187,-15429
608409,104,-266,-16018
608413,284,-105,-17593
608417,431,-686,-14194
608422,499,286,-16583
608426,189,-86,-16269
608430,698,194,-15739
608434,547,-11,-16882
608438,429,91,-16201
608442,581,397,-15989
608446,354,747,-16519
608450,527,553,-15461
608454,632,741,-17520
608458,92,791,-15365
608462,458,83,-15900
608465,9,311,-17579
608469,590,-381,-15510
608473,207,211,-16414
608477,259,-495,-16654
608481,128,-146,-15534
608486,516,42,-17022
608489,-9,-497,-16592
608493,312,142,-16586
608497,-170,70,-17145
608501,606,131,-15420
608505,505,187,-16999
608510,337,951,-15671
608514,-103,-52,-17064
608518,412,510,-16689
608522,472,663,-16408
608526,370,394,-16559
608530,73,138,-15180
608533,600,417,-17661
608537,572,77,-16592
608541,-11,261,-15804
608545,521,-91,-16024
608549,595,-128,-17318
608553,726,-282,-15398
608558,379,-241,-16336
608562,185,-96,-16752
608566,572,-515,-16523
608570,433,115,-16629
608574,483,176,-17169
608578,-37,68,-16336
608582,135,731,-17293
608586,-94,215,-16418
608590,130,290,-16891
608594,-33,1052,-15438
608598,-58,-23,-17815
608602,375,332,-16012
608606,129,-117,-17727
608610,220,-197,-15450
608614,455,-333,-17270
608618,173,-444,-16513
608622,290,-226,-16123
608626,270,-26,-18025
608630,575,-196,-15465
608635,382,66,-16286
608638,898,-43,-16903
608642,613,-18,-15304
608646,288,322,-16559
608651,637,7,-16538
608654,367,238,-16429
608658,-172,229,-16764
608662,320,606,-16968
608667,-83,149,-15429
608671,-156,38,-16803
608674,-96,-67,-16711
608678,523,-410,-14946
608683,528,133,-17751
608687,309,317,-15360
608691,21,-228,-14428
608695,171,-433,-18941
608699,695,0,-16373
608702,318,49,-16964
608706,320,10,-16240
608710,616,493,-17058
608714,158,335,-15711
608718,198,800,-17101
608722,469,99,-18591
608726,602,466,-14682
608730,214,356,-17506
608734,476,459,-16445
608738,789,73,-15273
608742,578,151,-17759
608746,167,-271,-15513
608750,226,52,-16092
608754,292,-162,-16289
608758,765,-108,-16574
608762,-70,-27,-16455
608766,129,-294,-16801
608770,225,-32,-15300
608774,46,64,-15582
608778,320,780,-17143
608782,-66,490,-16463
608786,209,-144,-17199
608790,291,348,-16885
608794,460,-377,-16488
608798,578,332,-17178
608802,493,266,-15962
608807,561,-95,-16535
608810,320,-118,-16573
608815,659,391,-16387
608819,278,51,-17828
608822,466,269,-15565
608826,362,-133,-15915
608831,161,65,-16004
608835,458,-730,-16139
608839,288,282,-15981
608843,408,-163,-16546
608847,-87,-655,-15971
608851,337,760,-17036
608855,417,496,-15565
608859,182,172,-16507
608863,351,513,-16394
608867,160,281,-16458
608871,622,556,-16568
608875,426,19,-15912
608879,192,613,-16880
608883,253,-34,-16524
608887,799,-178,-16727
608891,239,106,-16397
608895,600,-312,-16936
608899,294,-102,-15695
608903,87,-296,-16944
608907,459,-105,-16833
608911,223,-67,-13769
608915,754,72,-16015
608919,193,-179,-16834
608923,386,547,-15722
608927,455,246,-17575
608931,328,457,-16987
608935,302,247,-15976
608939,150,557,-18372
608943,-95,49,-15307
608947,349,222,-16960
608951,338,162,-16765
608955,-139,82,-16122
608959,488,183,-17534
608963,551,-507,-15447
608967,299,-27,-15891
608971,224,-559,-15196
608975,110,-266,-17518
608980,-57,-230,-14996
608984,379,161,-16918
608988,164,160,-15377
608992,85,455,-16784
608996,94,131,-17032
609000,1080,183,-16227
609004,718,836,-15280
609008,808,-306,-16088
609012,109,110,-16787
609016,1044,346,-15864
609020,412,-335,-16613
609024,630,451,-16609
609028,205,-165,-16474
609032,-390,-334,-16148
609036,538,-336,-15956
609040,52,-228,-17196
609044,-325,337,-15569
609048,52,37,-16600
609052,379,344,-16028
609056,79,18,-16584
609060,-149,461,-15566
609064,109,311,-16062
609068,411,73,-17123
609072,339,-239,-16216
609076,321,358,-16452
609080,497,354,-16157
609084,384,-359,-16719
609088,683,148,-16908
609092,436,-59,-18149
609096,624,405,-15195
609100,582,60,-17122
609104,652,-77,-16743
609108,443,106,-16339
