timestamp,accX,accY,accZ
123800,-1092,82,-16444
123804,-1087,86,-16423
123808,-1065,90,-16443
123812,-1096,88,-16428
123816,-1086,76,-16436
123821,-1105,66,-16441
123825,-1099,74,-16438
123829,-1092,83,-16438
123833,-1100,71,-16430
123837,-1102,83,-16429
123841,-1098,69,-16441
123845,-1085,71,-16417
123849,-1086,85,-16423
123853,-1066,82,-16438
123858,-1074,86,-16437
123862,-1068,101,-16434
123866,-1082,78,-16443
123870,-1091,82,-16407
123874,-1083,74,-16414
123878,-1087,87,-16437
123882,-1093,87,-16442
123886,-1077,76,-16440
123890,-1079,67,-16434
123894,-1090,90,-16423
123899,-1085,74,-16422
123903,-1083,79,-16423
123907,-1096,91,-16424
123911,-1089,87,-16441
123915,-1084,78,-16426
123919,-1083,75,-16457
123923,-1091,91,-16437
123927,-1094,84,-16436
123931,-1096,89,-16437
123936,-1102,98,-16437
123940,-1104,88,-16441
123944,-1081,99,-16435
123948,-1090,92,-16447
123952,-1083,104,-16418
123956,-1099,105,-16433
123960,-1086,80,-16437
123964,-1086,83,-16447
123969,-1092,89,-16452
123973,-1075,74,-16447
123977,-1081,105,-16454
123981,-1095,94,-16431
123985,-1104,76,-16427
123989,-1105,84,-16433
123993,-1083,81,-16429
123997,-1084,82,-16436
124001,-1070,70,-16442
124005,-1091,73,-16428
124010,-1084,77,-16414
124014,-1084,69,-16452
124018,-1076,74,-16438
124022,-1092,82,-16419
124026,-1098,85,-16440
124030,-1092,88,-16448
124034,-1096,82,-16435
124038,-1105,69,-16451
124042,-1123,64,-16443
124046,-1078,89,-16455
124051,-1084,74,-16442
124055,-1086,79,-16441
124059,-1099,85,-16429
124063,-1087,75,-16451
124067,-1082,87,-16441
124071,-1119,81,-16444
124075,-1116,94,-16440
124079,-1104,98,-16411
124083,-1084,83,-16416
124087,-1102,104,-16422
124092,-1093,100,-16434
124096,-1081,91,-16436
124100,-1087,89,-16435
124104,-1087,73,-16446
124108,-1094,80,-16443
124112,-1094,96,-16437
124116,-1080,83,-16440
124120,-1069,86,-16435
124124,-1084,71,-16453
124128,-1106,79,-16421
124133,-1077,77,-16425
124137,-1063,86,-16446
124141,-1077,91,-16417
124145,-1095,90,-16425
124149,-1084,87,-16440
124153,-1097,84,-16432
124157,-1096,88,-16444
124161,-1083,93,-16437
124165,-1097,73,-16442
124170,-1078,88,-16427
124174,-1091,78,-16431
